F-1,F0,A0,C1,D1,G1,A1,A♯1,C2,C♯2,D2,E2,F2,F♯2,G2,G♯2,A2,A♯2,B2,C3,C♯3,D3,D♯3,E3,F3,F♯3,G3,G♯3,A3,A♯3,B3,C4,C♯4,D4,D♯4,E4,F4,F♯4,G4,G♯4,A4,A♯4,B4,C5,C♯5,D5,D♯5,E5,F5,F♯5,G5,G♯5,A5,A♯5,B5,C6,C♯6,D6,D♯6,E6,F6,F♯6,G6,G♯6,A6,A♯6,C7,D♯7
0,0,10.03,0,0,0,0,0,12.46,0,70.22,0,0,12.74,0,18.88,22.01,0,0,23.69,0,31.45,21.32,0,25.95,0,10.69,0,0,39.90,11.15,13.10,0,38.30,41.50,12.49,70.22,13.43,61.32,32.03,0,14.56,14.30,153.33,58.05,241.76,473.79,0,24.67,0,10.03,18.23,22.12,16.73,0,16.85,13.96,15.01,45.34,0,0,0,0,0,18.02,0,0,0
10.88,0,16.12,0,0,0,14.81,0,0,0,0,99.08,0,0,0,0,13.55,25.84,0,20.36,0,11.71,20.78,0,32.13,0,0,0,0,57.21,0,0,0,15.42,44.26,0,58.63,0,68.70,10.60,0,46.20,11.31,53.05,13.18,239.47,460.96,12.42,14.94,0,11.81,12.91,17.92,11.86,0,0,20.97,14.43,27.04,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,97.70,0,0,0,0,0,0,24.55,0,12.92,0,0,20.21,0,45.61,0,15.34,14.87,0,54.41,0,10.31,0,11.76,44.25,0,10.03,0,51.23,10.68,0,35.17,0,34.26,15.26,120.86,312.48,11.15,11.10,0,12.55,0,14.12,0,0,0,13.92,0,27.59,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,91.94,0,0,0,0,14.88,19.82,0,0,10.86,0,0,12.94,0,24.24,0,0,0,0,34.78,0,0,0,12.31,43.62,0,14.72,0,41.33,10.33,0,27.79,0,28.19,36.24,64.36,219.38,0,0,0,10.77,0,10.88,0,0,0,0,0,10.50,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,89.66,0,0,0,0,0,0,0,0,0,0,0,16.11,0,0,10.09,11.39,0,0,45.61,0,0,0,0,32.20,10.24,0,0,43.10,12.76,0,23.22,0,35.65,30.38,13.46,120.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,84.38,0,0,0,0,0,0,0,0,0,0,0,16.48,0,10.82,0,0,0,0,28.18,0,0,0,0,51.37,0,0,0,40.13,0,0,11.15,0,19.99,22.67,50.44,73.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,73.06,0,0,0,0,0,0,0,0,0,0,0,18.70,0,0,0,13.07,0,0,0,0,0,0,0,88.16,0,0,0,29.78,0,0,0,0,12.65,13.44,48.62,47.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65.30,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0,18.77,0,0,10.62,0,0,0,0,91.34,0,0,0,12.74,0,0,0,0,0,0,19.06,35.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,57.86,0,0,0,0,0,0,0,0,0,0,0,22.82,0,0,0,22.76,0,0,54.98,0,0,0,0,81.69,0,0,0,40.32,0,0,20.23,0,0,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,53.76,0,0,0,0,0,0,0,0,0,0,0,22.07,0,0,0,19.13,0,0,57.14,0,0,0,0,58.30,0,0,0,61.01,0,0,26.47,0,0,0,0,12.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,49.38,0,0,0,0,0,0,0,0,0,0,0,15.94,0,0,0,16.28,0,11.26,14.73,0,0,0,0,31.45,0,0,0,42.44,0,0,16.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,44.01,0,0,0,0,0,0,0,0,0,0,0,39.89,0,0,0,19.90,0,0,0,0,0,0,11.43,35.36,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39.94,0,0,0,0,0,0,0,0,0,0,0,67.84,0,0,0,16.82,0,0,15.72,0,0,0,0,65.27,0,0,0,19.74,0,0,0,0,0,0,0,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35.49,0,0,0,0,0,0,0,0,0,0,0,55.07,0,0,0,14.60,0,0,22.41,0,0,0,0,63.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32.28,0,0,0,0,0,0,0,0,0,0,0,55.38,0,0,0,13.27,0,0,23.77,0,0,0,0,37.46,0,0,0,0,0,0,0,0,0,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30.04,0,0,0,0,0,0,0,0,0,0,0,46.85,0,0,0,10.65,0,0,14.22,0,0,0,0,20.04,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.72,0,0,0,0,0,0,0,0,0,0,0,38.18,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0,0,17.61,0,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.55,0,0,0,0,0,0,0,0,0,0,0,28.87,0,0,0,0,0,0,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.06,0,0,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22.31,0,0,0,0,0,0,0,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,13.09,0,0,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
